,molecule,engine,temperature,pressure,ensemble,forcefield_name,cutoff_style,long_range_correction,r_cut,pressure-avg,pressure-std,pressure-sem,temperature-avg,temperature-std,temperature-sem,potential_energy-avg,potential_energy-std,potential_energy-sem,density-avg,density-std,density-sem
0,ethanolAA,lammps-VU,300.0,101.325,NPT-flexOH,oplsaa,hard,energy_pressure,1.0,-106.99240501529107,379.5874234680642,94.89685586701604,300.00943065563035,0.056336128005403066,0.014084032001350767,-4856.021019873646,6.144061404520533,1.5360153511301333,0.7954595555073519,0.00017465346321123896,4.366336580280974e-05
1,ethanolAA,lammps-VU,400.0,3000.0,NPT-fixOH,oplsaa,hard,energy_pressure,1.0,3289.9914629162568,1021.9285176371735,255.48212940929338,400.03104154955633,0.07233366879558925,0.018083417198897313,4139.118394166515,10.135839084508273,2.5339597711270683,0.6652870002590505,0.00040560111327301023,0.00010140027831825256
2,ethanolAA,mcccs,320.0,101.325,NPT-flexOH,oplsaa,hard,energy_pressure,1.0,154.9156553599518,119.88270441540095,29.970676103850238,320.0,0.0,0.0,-3596.015962541525,16.499607364269984,4.124901841067496,0.7711287614186436,0.0006723183203904903,0.00016807958009762257
3,ethanolAA,lammps-VU,320.0,101.325,NPT-fixOH,oplsaa,hard,energy_pressure,1.0,363.2654528964963,1078.216412438241,269.55410310956023,319.98766035495044,0.042457596624700826,0.010614399156175207,-3154.1581006558,7.9402576772123155,1.9850644193030789,0.7686986768069325,0.00026775828289654505,6.693957072413626e-05
4,ethanolAA,mcccs,300.0,101.325,NPT-flexOH,oplsaa,hard,energy_pressure,1.0,127.72053036185937,102.06839840226884,25.51709960056721,300.0,0.0,0.0,-5315.409810193549,18.22466726828709,4.556166817071772,0.7932308008255561,0.0006514208670471269,0.00016285521676178173
5,ethanolAA,mcccs,280.0,101.325,NPT-flexOH,oplsaa,hard,energy_pressure,1.0,63.008616127494804,120.42648811871098,30.106622029677744,280.0,0.0,0.0,-6992.55869844123,27.6652426542415,6.916310663560375,0.8147105265195189,0.0008835189827294251,0.00022087974568235627
6,ethanolAA,mcccs,400.0,3000.0,NPT-fixOH,oplsaa,hard,energy_pressure,1.0,3149.2999493155994,103.79211508919286,25.948028772298215,400.0,0.0,0.0,-2105.972106189931,12.86752541717164,3.21688135429291,0.6594435566754691,0.0006796588182655915,0.0001699147045663979
7,ethanolAA,lammps-VU,300.0,101.325,NPT-fixOH,oplsaa,hard,energy_pressure,1.0,272.03588808768103,1252.9817695632528,313.2454423908132,299.9961037460466,0.04088053328818682,0.010220133322046705,-4875.486100805682,6.038541820099411,1.5096354550248527,0.7912052757878252,0.00026651628909329765,6.662907227332441e-05
8,ethanolAA,lammps-VU,280.0,101.325,NPT-flexOH,oplsaa,hard,energy_pressure,1.0,82.06253368842631,316.03484920574937,79.00871230143734,280.01365745583473,0.04748751556388501,0.011871878890971252,-6553.124745968518,7.681125403381469,1.9202813508453673,0.8159397273704785,0.00028815602846081896,7.203900711520474e-05
9,ethanolAA,mcccs,300.0,101.325,NPT-fixOH,oplsaa,hard,energy_pressure,1.0,116.02151971503123,139.26949542809123,34.81737385702281,300.0,0.0,0.0,-9630.478152624104,13.356679577202126,3.3391698943005315,0.7914348716735089,0.00042506721162953904,0.00010626680290738476
10,ethanolAA,mcccs,320.0,101.325,NPT-fixOH,oplsaa,hard,energy_pressure,1.0,118.64531069863152,104.95906663087482,26.239766657718704,320.0,0.0,0.0,-8226.462434657416,13.611414108478483,3.4028535271196207,0.7687298865433871,0.0005355352269872279,0.00013388380674680698
11,ethanolAA,mcccs,280.0,101.325,NPT-fixOH,oplsaa,hard,energy_pressure,1.0,50.386955695290375,141.00142380470348,35.25035595117587,280.0,0.0,0.0,-10991.366853550637,19.727899090024152,4.931974772506038,0.813003181152708,0.0006881253415404583,0.00017203133538511457
12,ethanolAA,lammps-VU,280.0,101.325,NPT-fixOH,oplsaa,hard,energy_pressure,1.0,-280.3223120252486,1368.4022842142012,342.1005710535503,279.974946938284,0.04107783861650905,0.010269459654127263,-6552.679832953508,4.547542713907605,1.1368856784769013,0.8124514198886403,0.0001715905521777286,4.289763804443215e-05
13,ethanolAA,mcccs,400.0,3000.0,NPT-flexOH,oplsaa,hard,energy_pressure,1.0,3164.614494666036,119.74297959058023,29.93574489764506,400.0,0.0,0.0,3821.8603939709983,18.5635178439655,4.640879460991375,0.6654885863049336,0.0008445280566079642,0.00021113201415199105
14,ethanolAA,lammps-VU,320.0,101.325,NPT-flexOH,oplsaa,hard,energy_pressure,1.0,0.05009234221055178,1.1547293742148057,0.2886823435537014,320.00797192867907,0.0505905301816974,0.01264763254542435,-3107.1879760350184,7.59893947778585,1.8997348694464624,0.7738857319469004,0.00028086413721301626,7.021603430325406e-05
