,molecule,engine,temperature,pressure,ensemble,forcefield_name,cutoff_style,long_range_correction,r_cut,pressure-avg,pressure-std,pressure-sem,temperature-avg,temperature-std,temperature-sem,potential_energy-avg,potential_energy-std,potential_energy-sem,density-avg,density-std,density-sem
0,ethanolAA,lammps-VU,300.0,101.325,NPT-flexOH,oplsaa,hard,energy_pressure,1.0,-7.467739908959722,269.38193292433175,67.34548323108294,300.015323409767,0.06284411712385393,0.015711029280963483,-4854.502013981132,7.479035537092114,1.8697588842730286,0.7954329437061574,0.0002927443340395005,7.318608350987512e-05
1,ethanolAA,mcccs,320.0,101.325,NPT-flexOH,oplsaa,hard,energy_pressure,1.0,180.62127213957945,112.90088713176968,28.22522178294242,320.0,0.0,0.0,-3587.7570627093983,12.91701619983808,3.22925404995952,0.7708391083523556,0.0006745062174841585,0.00016862655437103961
2,ethanolAA,lammps-VU,320.0,101.325,NPT-fixOH,oplsaa,hard,energy_pressure,1.0,330.83216294462545,1286.0831887148165,321.52079717870413,319.98540347789003,0.04872484056479938,0.012181210141199845,-3155.706975693749,14.374293480667792,3.593573370166948,0.7686390996325476,0.00029593065196162306,7.398266299040576e-05
3,ethanolAA,mcccs,300.0,101.325,NPT-flexOH,oplsaa,hard,energy_pressure,1.0,158.375301537806,134.7303121175324,33.6825780293831,300.0,0.0,0.0,-5315.241375966051,15.775759929197182,3.9439399822992955,0.7931988852277602,0.0007274877879753083,0.00018187194699382709
4,ethanolAA,mcccs,280.0,101.325,NPT-flexOH,oplsaa,hard,energy_pressure,1.0,118.08415426117449,105.37763805753768,26.34440951438442,280.0,0.0,0.0,-6981.86736911169,14.406026067634263,3.601506516908566,0.8144589171403693,0.0006009182974262637,0.00015022957435656593
5,ethanolAA,mcccs,400.0,3000.0,NPT-fixOH,oplsaa,hard,energy_pressure,1.0,3160.9980546770953,82.23163560775457,20.557908901938642,400.0,0.0,0.0,-2109.9981229616587,17.17965777967503,4.294914444918757,0.6594207174022473,0.0008059815412106567,0.00020149538530266417
6,ethanolAA,lammps-VU,300.0,101.325,NPT-fixOH,oplsaa,hard,energy_pressure,1.0,728.6818780011785,1441.4433700345387,360.3608425086347,299.99768203592834,0.04372740769089897,0.010931851922724743,-4878.037195391293,10.503423136223933,2.6258557840559833,0.7912744706330062,0.00035075509765803315,8.768877441450829e-05
7,ethanolAA,lammps-VU,280.0,101.325,NPT-flexOH,oplsaa,hard,energy_pressure,1.0,111.82732873174143,430.71588748003336,107.67897187000834,280.012746860633,0.045927991191355384,0.011481997797838846,-6552.472148956111,9.831177369535625,2.4577943423839064,0.8160460979302364,0.0003678107436767363,9.195268591918407e-05
8,ethanolAA,mcccs,300.0,101.325,NPT-fixOH,oplsaa,hard,energy_pressure,1.0,148.05272037065544,113.58312176762435,28.395780441906087,300.0,0.0,0.0,-9637.32228113036,27.051833696606934,6.7629584241517335,0.7916858245040699,0.0007200465842033945,0.00018001164605084864
9,ethanolAA,mcccs,320.0,101.325,NPT-fixOH,oplsaa,hard,energy_pressure,1.0,152.09881738450653,99.01711079778077,24.754277699445193,320.0,0.0,0.0,-8223.954904103968,14.459306520090419,3.6148266300226046,0.768594334768415,0.0005201205405574902,0.00013003013513937254
10,ethanolAA,mcccs,280.0,101.325,NPT-fixOH,oplsaa,hard,energy_pressure,1.0,105.33865006344662,78.92842874064587,19.732107185161468,280.0,0.0,0.0,-10987.645560934481,14.570274913473197,3.6425687283682993,0.8130525471803014,0.0005323963379991952,0.0001330990844997988
11,ethanolAA,lammps-VU,280.0,101.325,NPT-fixOH,oplsaa,hard,energy_pressure,1.0,-359.94250246084914,1466.8451355310763,366.71128388276907,279.97266504745915,0.04495803692268136,0.01123950923067034,-6552.5864566719065,6.840653831759812,1.710163457939953,0.8124275791468947,0.00017215728424265105,4.303932106066276e-05
12,ethanolAA,mcccs,400.0,3000.0,NPT-flexOH,oplsaa,hard,energy_pressure,1.0,3155.408402070513,114.4140827985144,28.6035206996286,400.0,0.0,0.0,3829.04499940785,22.61306399274635,5.653265998186588,0.6647536507507328,0.001084748135601617,0.00027118703390040423
13,ethanolAA,lammps-VU,320.0,101.325,NPT-flexOH,oplsaa,hard,energy_pressure,1.0,0.24833346712508075,1.564784515992586,0.3911961289981465,320.0133517112167,0.045105272993998774,0.011276318248499693,-3105.911366040009,13.721818595408676,3.430454648852169,0.7737386886586286,0.0005190278846760177,0.00012975697116900442
