,Program(Group),T / K,ρ / kg m−3,δρ / kg m−3,u / kJ mol−1,δu / kJ mol−1,statepoint,Relative_Error
0,DL_POLY(BS),98.0,,,,,temp: 98.0,
1,DL_POLY(BS),173.0,,,,,temp: 173.0,
2,DL_POLY(BS),248.0,546.27,5.79,-12.362,0.224,temp: 248.0,1.4529448908588993
3,DL_POLY(BS),298.0,490.88,7.66,-9.787,0.278,temp: 298.0,2.6229965156794455
4,GROMACS(BS),98.0,694.22,0.07,-20.146,0.003,temp: 98.0,1.3963134986708818
5,GROMACS(BS),173.0,630.01,0.13,-16.267,0.004,temp: 173.0,2.7013128665067225
6,GROMACS(BS),248.0,551.35,0.22,-12.427,0.006,temp: 248.0,2.3963995196057963
7,GROMACS(BS),298.0,491.53,0.34,-9.792,0.01,temp: 298.0,2.7588850174216013
8,GROMACS(KL),98.0,688.64,2.0,-20.038,0.037,temp: 98.0,0.5813104314550315
9,GROMACS(KL),173.0,625.23,3.2,-16.203,0.045,temp: 173.0,1.9220994008444323
10,GROMACS(KL),248.0,561.02,3.7,-12.554,0.046,temp: 248.0,4.192306263696817
11,GROMACS(KL),298.0,500.81,3.8,-9.921,0.053,temp: 298.0,4.698954703832757
12,Ind.MC(PB),98.0,695.43,0.08,-21.371,0.004,temp: 98.0,1.5730435544649874
13,Ind.MC(PB),173.0,623.71,0.11,-18.309,0.004,temp: 173.0,1.674316039378601
14,Ind.MC(PB),248.0,548.79,0.15,-15.45,0.005,temp: 248.0,1.9209578169301875
15,Ind.MC(PB),298.0,491.09,0.23,-13.461,0.007,temp: 298.0,2.6668989547038313
16,LAMMPS(AA),98.0,673.8,1.28,-19.764,0.04,temp: 98.0,-1.5861887652265378
17,LAMMPS(AA),173.0,598.23,1.96,-15.816,0.058,temp: 173.0,-2.4793155725618337
18,LAMMPS(AA),248.0,524.47,3.19,-12.058,0.079,temp: 248.0,-2.5957383584879796
19,LAMMPS(AA),298.0,460.87,5.28,-9.335,0.127,temp: 298.0,-3.650871080139368
20,LAMMPS(KL),98.0,671.23,1.76,-19.721,0.074,temp: 98.0,-1.9615575614173386
21,LAMMPS(KL),173.0,591.28,3.91,-15.738,0.128,temp: 173.0,-3.6122723897904905
22,LAMMPS(KL),248.0,509.01,7.37,-11.887,0.201,temp: 248.0,-5.466960516052338
23,LAMMPS(KL),298.0,441.41,12.51,-9.072,0.3,temp: 298.0,-7.719163763066193
24,ms2(KL),98.0,673.2,0.21,-19.744,0.004,temp: 98.0,-1.6738235036368305
25,ms2(KL),173.0,597.6,0.28,-15.803,0.005,temp: 173.0,-2.582015255274646
26,ms2(KL),248.0,521.15,0.68,-12.014,0.009,temp: 248.0,-3.2123268166454046
27,ms2(KL),298.0,458.26,1.14,-9.294,0.021,temp: 298.0,-4.196515679442507
28,ms2*(KL),98.0,695.42,0.09,-20.163,0.004,temp: 98.0,1.5715829754914836
29,ms2*(KL),173.0,623.81,0.08,-16.177,0.003,temp: 173.0,1.6906175763171278
30,ms2*(KL),248.0,549.43,0.13,-12.401,0.004,temp: 248.0,2.0398182425990843
31,ms2*(KL),298.0,492.03,0.17,-9.796,0.004,temp: 298.0,2.86341463414634
32,ms2(PB),98.0,674.86,0.08,-19.782,0.003,temp: 98.0,-1.431367394034989
33,ms2(PB),173.0,607.34,0.12,-15.932,0.004,temp: 173.0,-0.9942455574606802
34,ms2(PB),248.0,537.14,0.22,-12.224,0.006,temp: 248.0,-0.24267336907399345
35,ms2(PB),298.0,480.4,0.32,-9.612,0.008,temp: 298.0,0.4320557491289191
36,NAMD(FM),98.0,679.28,2.98,-19.854,0.104,temp: 98.0,-0.7857914877457418
37,NAMD(FM),173.0,602.11,4.54,-15.868,0.163,temp: 173.0,-1.8468159393464154
38,NAMD(FM),248.0,525.78,6.59,-12.097,0.226,temp: 248.0,-2.352445924696961
39,NAMD(FM),298.0,457.31,9.67,-9.305,0.293,temp: 298.0,-4.395121951219508
40,Tinker(AA),98.0,689.8,0.9,,,temp: 98.0,0.7507375923816181
41,Tinker(AA),173.0,624.8,1.5,,,temp: 173.0,1.8520027920086926
42,Tinker(AA),248.0,537.7,1.3,,,temp: 248.0,-0.13867049661369546
43,Tinker(AA),298.0,483.9,5.3,,,temp: 298.0,1.1637630662020897
44,TOWHEE(BS),98.0,695.38,0.64,-20.169,0.03,temp: 98.0,1.5657406595974686
45,TOWHEE(BS),173.0,623.71,0.61,-16.174,0.025,temp: 173.0,1.674316039378601
46,TOWHEE(BS),248.0,549.25,0.39,-12.397,0.015,temp: 248.0,2.0063887478797158
47,TOWHEE(BS),298.0,491.51,0.49,-9.78,0.015,temp: 298.0,2.7547038327526154
