,Program(Group),T / K,ρ / kg m−3,δρ / kg m−3,u / kJ mol−1,δu / kJ mol−1,statepoint,Relative_Error
0,DL_POLY(BS),98.0,769.75,1.11,-27.164,0.087,temp: 98.0,-0.08278659087992593
1,DL_POLY(BS),173.0,710.15,1.69,-22.914,0.131,temp: 173.0,-0.026904132130574843
2,DL_POLY(BS),248.0,654.46,1.9,-19.12,0.162,temp: 248.0,-0.07718811336981712
3,DL_POLY(BS),298.0,618.97,2.19,-16.766,0.18,temp: 298.0,0.042202579565342006
4,GROMACS(BS),98.0,776.23,0.08,-27.368,0.003,temp: 98.0,0.7583482488616783
5,GROMACS(BS),173.0,711.96,0.08,-22.951,0.003,temp: 173.0,0.22790302624561268
6,GROMACS(BS),248.0,656.46,0.13,-19.148,0.003,temp: 248.0,0.2281714560053324
7,GROMACS(BS),298.0,619.02,0.19,-16.765,0.005,temp: 298.0,0.050283924588483214
8,GROMACS(KL),98.0,774.57,0.16,-27.319,0.005,temp: 98.0,0.5428723485575067
9,GROMACS(KL),173.0,712.62,0.18,-22.979,0.004,temp: 173.0,0.3208161337197951
10,GROMACS(KL),248.0,656.0,0.16,-19.165,0.004,temp: 248.0,0.15793875504904245
11,GROMACS(KL),298.0,619.79,0.33,-16.795,0.005,temp: 298.0,0.17473663794496816
12,LAMMPS(AA),98.0,768.62,1.43,-27.136,0.051,temp: 98.0,-0.22946596879782816
13,LAMMPS(AA),173.0,709.49,1.1,-22.898,0.046,temp: 173.0,-0.11981723960475725
14,LAMMPS(AA),248.0,654.99,1.82,-19.13,0.066,temp: 248.0,0.003732172514593338
15,LAMMPS(AA),298.0,619.07,2.38,-16.756,0.073,temp: 298.0,0.05836526961164281
16,LAMMPS(KL),98.0,768.63,1.37,-27.139,0.055,temp: 98.0,-0.2281679212056355
17,LAMMPS(KL),173.0,709.29,1.51,-22.902,0.052,temp: 173.0,-0.14797272671815362
18,LAMMPS(KL),248.0,654.33,1.82,-19.123,0.069,temp: 248.0,-0.09703648537920113
19,LAMMPS(KL),298.0,618.26,1.97,-16.75,0.065,temp: 298.0,-0.07255251976337349
20,ms2(KL),98.0,769.7,0.2,-27.162,0.007,temp: 98.0,-0.0892768288408892
21,ms2(KL),173.0,709.76,0.3,-22.902,0.006,temp: 173.0,-0.08180733200168336
22,ms2(KL),248.0,654.02,0.28,-19.111,0.005,temp: 248.0,-0.14436721863235835
23,ms2(KL),298.0,617.9,0.29,-16.735,0.005,temp: 298.0,-0.13073820393004534
24,ms2(PB),98.0,767.19,0.09,-27.091,0.003,temp: 98.0,-0.41508677448153936
25,ms2(PB),173.0,709.78,0.11,-22.904,0.003,temp: 173.0,-0.07899178329034692
26,ms2(PB),248.0,654.61,0.15,-19.118,0.004,temp: 248.0,-0.054286145666684375
27,ms2(PB),298.0,618.36,0.15,-16.749,0.004,temp: 298.0,-0.05638982971707268
28,Tinker(AA),98.0,769.5,1.2,,,temp: 98.0,-0.1152377806847717
29,Tinker(AA),173.0,710.0,1.8,,,temp: 173.0,-0.04802074746561412
30,Tinker(AA),248.0,655.2,2.2,,,temp: 248.0,0.035794927298989594
31,Tinker(AA),298.0,618.6,2.4,,,temp: 298.0,-0.017599373605958105
32,TOWHEE(BS),98.0,769.3,0.64,-26.866,0.025,temp: 98.0,-0.1411987325286542
33,TOWHEE(BS),173.0,710.02,0.31,-22.917,0.017,temp: 173.0,-0.04520519875427768
34,TOWHEE(BS),248.0,654.62,0.34,-19.127,0.014,temp: 248.0,-0.05275934781981002
35,TOWHEE(BS),298.0,618.41,0.52,-16.747,0.022,temp: 298.0,-0.04830848469393147
