,Program(Group),T / K,ρ / kg m−3,δρ / kg m−3,u / kJ mol−1,δu / kJ mol−1,statepoint,Relative_Error
0,DL_POLY(BS),98.0,,,,,temp: 98.0,
1,DL_POLY(BS),173.0,658.0,3.33,-17.036,0.138,temp: 173.0,1.1739561630776727
2,DL_POLY(BS),248.0,602.24,4.54,-13.897,0.188,temp: 248.0,0.6310606609149138
3,DL_POLY(BS),298.0,569.4,5.3,-11.972,0.223,temp: 298.0,0.6472367967523409
4,GROMACS(BS),98.0,712.49,0.06,-20.53,0.002,temp: 98.0,0.8137244939305266
5,GROMACS(BS),173.0,660.25,0.1,-17.056,0.003,temp: 173.0,1.519915739623151
6,GROMACS(BS),248.0,608.58,0.11,-13.924,0.003,temp: 248.0,1.6904405171021541
7,GROMACS(BS),298.0,573.08,0.15,-11.971,0.004,temp: 298.0,1.2977141964925147
8,GROMACS(KL),98.0,710.06,1.8,-20.49,0.031,temp: 98.0,0.46989180782930756
9,GROMACS(KL),173.0,660.15,2.6,-17.062,0.026,temp: 173.0,1.5045397584433484
10,GROMACS(KL),248.0,612.98,2.4,-13.943,0.012,temp: 248.0,2.4256568210806733
11,GROMACS(KL),298.0,581.04,1.9,-11.992,0.006,temp: 298.0,2.704725093756549
12,Ind.MC(PB),98.0,716.64,0.09,-21.773,0.004,temp: 98.0,1.4009284640210675
13,Ind.MC(PB),173.0,658.86,0.09,-19.181,0.004,temp: 173.0,1.3061896012239465
14,Ind.MC(PB),248.0,605.49,0.1,-16.974,0.004,temp: 248.0,1.1741181581717772
15,Ind.MC(PB),298.0,571.72,0.1,-15.659,0.004,temp: 298.0,1.0573203748494087
16,LAMMPS(AA),98.0,698.38,0.93,-20.3,0.034,temp: 98.0,-1.182769004377325
17,LAMMPS(AA),173.0,639.8,1.56,-16.881,0.039,temp: 173.0,-1.6244724116457592
18,LAMMPS(AA),248.0,593.45,2.77,-13.844,0.052,temp: 248.0,-0.8377010008967203
19,LAMMPS(AA),298.0,562.64,3.07,-11.946,0.06,temp: 298.0,-0.5476619049442607
20,LAMMPS(KL),98.0,696.03,1.46,-20.271,0.065,temp: 98.0,-1.515282095874383
21,LAMMPS(KL),173.0,633.6,3.25,-16.852,0.101,temp: 173.0,-2.5777832447932894
22,LAMMPS(KL),248.0,582.02,4.92,-13.844,0.129,temp: 248.0,-2.7475924450954845
23,LAMMPS(KL),298.0,549.52,6.08,-11.983,0.145,temp: 298.0,-2.8667552431483196
24,ms2(KL),98.0,697.62,0.14,-20.279,0.003,temp: 98.0,-1.2903051531167966
25,ms2(KL),173.0,638.45,0.32,-16.865,0.003,temp: 173.0,-1.8320481575730323
26,ms2(KL),248.0,586.43,0.58,-13.834,0.004,temp: 248.0,-2.0107051949715613
27,ms2(KL),298.0,555.61,0.69,-11.941,0.004,temp: 298.0,-1.790285850643534
28,ms2*(KL),98.0,717.53,0.07,-20.602,0.004,temp: 98.0,1.5268589539922905
29,ms2*(KL),173.0,658.83,0.06,-17.039,0.002,temp: 173.0,1.301576806870011
30,ms2*(KL),248.0,605.72,0.08,-13.91,0.003,temp: 248.0,1.2125499195161122
31,ms2*(KL),298.0,571.96,0.08,-11.971,0.003,temp: 298.0,1.0997428139628993
32,ms2(PB),98.0,696.11,0.06,-20.3,0.002,temp: 98.0,-1.5039625012702222
33,ms2(PB),173.0,638.98,0.1,-16.872,0.003,temp: 173.0,-1.7505554573201016
34,ms2(PB),248.0,595.18,0.13,-13.854,0.003,temp: 248.0,-0.5486273177415442
35,ms2(PB),298.0,564.81,0.17,-11.941,0.004,temp: 298.0,-0.16409235129313934
36,NAMD(FM),98.0,701.16,2.65,-20.334,0.093,temp: 98.0,-0.7894130918829403
37,NAMD(FM),173.0,642.2,4.09,-16.896,0.143,temp: 173.0,-1.2554488633305685
38,NAMD(FM),248.0,588.5,5.09,-13.854,0.186,temp: 248.0,-1.6648193428725662
39,NAMD(FM),298.0,555.18,5.73,-11.961,0.209,temp: 298.0,-1.8662927207218794
40,Tinker(AA),98.0,710.5,0.8,,,temp: 98.0,0.5321495781521681
41,Tinker(AA),173.0,656.2,1.1,,,temp: 173.0,0.897188501841297
42,Tinker(AA),248.0,595.4,1.2,,,temp: 248.0,-0.5118665025426135
43,Tinker(AA),298.0,562.0,2.4,,,temp: 298.0,-0.6607884092468952
44,TOWHEE(BS),98.0,717.61,0.48,-20.614,0.024,temp: 98.0,1.5381785485964514
45,TOWHEE(BS),173.0,659.06,0.4,-17.051,0.016,temp: 173.0,1.336941563583534
46,TOWHEE(BS),248.0,605.57,0.39,-13.904,0.016,temp: 248.0,1.1874857273350299
47,TOWHEE(BS),298.0,571.9,0.31,-11.973,0.013,temp: 298.0,1.0891372041845166
